sede_id,sede_desc_castellano,sede_desc_ingles,tipo_seccion,nombre_titular,apellido_titular,cargo_titular,telefono_principal,telefonos_adicionales,celular_de_guardia,celulares_adicionales,fax_principal,faxes_adicionales,correo_electronico,correos_adicionales,sitio_web,sitios_web_adicionales,atencion_dia_desde,atencion_dia_hasta,atencion_hora_desde,atencion_hora_hasta,comentario_del_horario,temas
EMOZA,Sección  Cultural,Cultural  Section,Sección,Hugo  Enrique  ,Marín,Jefatura  de  Sección  Cultural,+(258)  21  421  242,,,,,,emoza@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
CSCRS,Seccion  Cultural,Jefatura  de  Seccion  Cultural,Sección,Irene  Amelia  ,Lafferriere,Cónsul  General  Adjunto,(591  3)  3324153,,,,,,cscrs@mrecic.gov.ar,,https://cscrs.cancilleria.gob.ar/,,Lunes,Viernes,7.0:59,16.0000000,,
EMEXI,Sección  Cultural,Cultural  Department,Sección,Leandro  Emiliano  ,Repetto,Jefatura  de  Sección,00  52  (55)  5520  9430,,,,,,cultural_emexi@mrecic.gov.ar,,,,,,,,09:00  a  17:00  hrs.,
EQATR,Sección  Cultural,Cultural,Sección,Juan  Carlos  ,Sassaroli,Jefatura  de  Sección  Cultural,+  974  4417  3601,,,,,,eqatr@mrecic.gov.ar,,,,,,,,,
ETAIL,Sección  Cultural,Cultural  Section,Sección,Juan  Pablo  ,Volken,Jefatura  de  Sección,+66  2259  0401,,,,+66  2259  0402,,etail@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
CRIOJ,Sección  Cultural,Sección  Cultural,Sección,Claudio  Ricardo  ,Gutiérrez,Cónsul  Adjunto,00  55  (21)  3850  -  8150  opción  4  ó  5.,,,,,,cultural_crioj@cancilleria.gob.ar,,,,,,,,9:30  a  17:30  hs.,
EALEM,Sección  Cultural,Cultural  Section,Sección,Agustina  ,Lojoya  Fracchia,Jefatura  de  Sección  Cultural,00  49  (30)  2266  8922,,,,,,cultural_ealem@cancilleria.gob.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EETIO,Sección  Cultural,Cultural  Affairs,Sección,Mariana  Yasmin  ,Pardini,"Jefatura  de  Sección  Cultural, Educativa  y  Turística",+251  11  6672574,,+251  924828795,,251116672548,,eetio@mrecic.gov.ar,,,,Lunes,Viernes,10.0000000,18.0000000,,
CMILA,Sección  Cultural,Sección  Cultural,Sección,Sec.  Simón,Germanetti,Cónsul  Adjunto,39  02  777294  22,,,,,,cmila@cancilleria.gov.ar,,,,Lunes,Viernes,8.0000000,16.0000000,,
ENORU,Sección  Cultural,Cultural  Section,Sección,Claudio  Alberto  ,Giacomino,Jefatura  de  Sección  Cultural,47  23273207,,,,,,cultural.enoru@cancilleria.gob.ar,,https://enoru.cancilleria.gob.ar/,,Lunes,Viernes,9.0000000,16.0000000,,
EECUA,Sección  Cultural,Sección  Cultural,Sección,Francisco  Renato  ,Zandanel,Jefatura  de  Sección  Cultural,(593)  2256  -  2292  int.  205,,(593)  99  973  -  8957,,,,culturales-eecua@cancilleria.gov.ar,,http://eecua.mrecic.gov.ar/,,Lunes,Viernes,9.0000000,16.0:59,,
EAUST,Seccion  Cultural,Cultural  Section,Sección,Carolina  ,Petryszyn,Jefatura  de  Sección,61  262739111,,,,,,eaust@mrecic.gov.ar,,http://eaust.cancilleria.gob.ar/,,Lunes,Viernes,9.0000000,16.0:59,,
EARGE,Sección  Cultural,Sección  Cultural,Sección,Fernando  Matías  ,Grille,Jefatura  de  Sección  Cultural,+213  (0)  23187435,,+213  (0)  770381010,,+213  (0)  23187439,,earge@cancilleria.gob.ar,,earge.cancilleria.gob.ar,,Domingo,Jueves,9.0000000,16.0:59,09.00  a  17.00  horas  -  de  Domingo  a  Jueves,
EISIA,Sección  Cultural,Cultural  Section,Sección,Juan  Ignacio  ,Lacunza,Jefatura  de  Sección  Cultural,,,,,,,eisia@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0000000,11/30/99 9:15,
EKUWA,Sección  Cultural,ekuwa,Sección,Claudia  Alejandra  ,Zampieri,Embajador,(965)  25213202,,,,(965)    25213202,,ekuwa@cancilleria.gob.ar,,,,,,,,08:30  a  15:30,
EIRLA,Sección  Cultural,Cultural  Section,Sección,Agostina  ,Salvaggio,Jefatura  de  Sección  Cultural,353  1  269  1546,,353  87  980  5098,,,,cultural_eirla@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EVENE,Sección  Cultural,Sección  Cultural,Sección,Eduardo  Alberto  ,Canale,Jefatura  de  Sección  Cultural,58  212  2639012,,,,,,cultural_evene@mrecic.gov.ar,,https://evene.cancilleria.gob.ar/es,,,,7.0:59,16.0000000,Lunes  a  Viernes  de  8  a  16,
EEGIP,Sección  Cultural,Cultural  Section,Sección,Ciro  ,Romeni,Jefatura  de  Sección,,,,,,,cultural_eegip@cancilleria.gob.ar,,,,Domingo,Jueves,9.0000000,15.0000000,,
EDINA,Sección  Cultural,Cultural  Section,Sección,Malén  ,Vázquez,Jefatura  de  Sección  Cultural,33158082,,,,,,edina.secom@mrecic.gov.ar,,,,Lunes,Viernes,10.0000000,16.0000000,,
EUNGR,Sección  Cultural,Cultural  Section,Sección,José  ,Quintana,Jefatura  de  Sección  Cultural,+36  1  326  0492,,,,,,  eungr@mrecic.gov.ar      ,,,,Lunes,Viernes,9.0000000,16.0:59,,
EHAIT,Sección  Cultural,Todo  el  territorio  de  Haiti,Sección,César  Alberto  ,Faes,Embajador,,,509  3676-0359,,,,ehait@cancilleria.gob.ar,,,,Lunes,Viernes,,,9.00  hs  a  17.00  hs,
EANGO,Sección  Cultural,Sección  Cultural  y  Prensa,Sección,Agustín  Nicolás,Justo,Jefatura  de  Sección  Cultural,00244  222  323  286,,,,,,eango@mrecic.gov.ar,,,,,,0.0000000,0.0000000,,
ECHES,Sección  Cultural,Cultural  Section  ,Sección,Laura  Beatriz  ,Fracassa,Jefatura  de  Sección,420  224  212  449,,,,,,eches-cultural@cancilleria.gob.ar,,,,Lunes,Viernes,9.0000000,16.0:59,09:00  a  17:00  horas,
EURUG,Sección  Cultural,Cultural  Section,Sección,Melina  Vanesa  ,Strakalaitis,Jefatura  de  Sección  Cultural,(+598)  2902  8166,,(+598)  92  947  601,,(+598)  2900  8408,,cultural_eurug@mrecic.gov.ar,,eurug.mrecic.gov.ar,,Lunes,Viernes,9.0000000,16.0:59,,
ETURQ,Sección  Cultural,Cultural  Promotion,Sección,María  Florencia  ,Grimalt,Jefatura  de  Sección  Cultural,+90  312  446  2061,,,,+90  312  446  2063  ,,eturq@cancilleria.gob.ar,,http://turquia.embajada.gob.ar,,Lunes,Viernes,9.0000000,16.0:59,,
ECUBA,Sección  Cultural,Sección  Cultural,Sección,,,"Jefatura  de  Sección  Cultural, Educativa  y  Turística",,,,,,,ecuba@mrecic.gov.ar,,,,Lunes,Viernes,8.0000000,16.0000000,,
EJAMA,Sección  Cultural,Sección  Cultural,Sección,Facundo  A.,Santiago,Jefatura  de  Sección  Cultural,,,,,,,ejama@mrecic.gov.ar,,,,Lunes,Viernes,7.0:59,16.0000000,,
CVIGO,Sección  Cultural,Sección  Cultural,Sección  Consular,Verónica  Paula  ,Pozzi,Agregado,34  986435822,,,,34  986439292,,cvigo@cancilleria.gob.ar,,https://cvigo.cancilleria.gob.ar/es/cultura,,,,,,,
CFRAN,Sección  Cultural,Cultural  section,Sección,Laura  Melina  ,Fueguel,Cónsul  Adjunto,,,,,,,eventos_cfran@cancilleria.gob.ar,,,,,,,,9  a  17  hs,
EJAPO,Sección  Cultural  ,Cultural  affairs  ,Sección,Mauricio  Germán  ,Muñoz,Jefatura  de  Sección,,,,,,,culturales_ejapo@mrecic.gov.ar,,,,,,,,9:00  a  18:00  hs,
EHOND,Sección  Cultural,Sección  Cultural,Sección,María  Jimena  ,Autiero  Simari,Jefatura  de  Sección  Cultural,504  2232-3376,,504  9969-7424,,,,ehond@cancilleria.gob.ar,,,,Lunes,Viernes,7.0:59,16.0000000,,
ERUNI,Sección  Cultural,Cultural  section,Sección,Carlos  G.  ,Ortiz  de  Zárate,Jefatura  de  Sección  Cultural,00  44  207  318  1300,,,,,,culture@argentine-embassy-uk.org,,,,,,,,9.30  a  17.30  hs,
EGUAT,Sección  Cultural,Sección  cultural,Sección,Carlos  Ignacio  ,Bunge,Jefatura  de  Sección  Cultural,502  24645900,,502,,502,,eguat@mrecic.gov.ar,,,,Lunes,Viernes,7.0:59,15.0000000,8.00  a  15.00hs,
ELBNO,Sección  Cultural,Sección  Prensa,Sección,Juan  Jose,Beretervide,Jefatura  de  Sección,961  1  210  803,,96171897432,,,,elbno@mrecic.gov.ar,,,,,,0.0000000,0.0000000,,
ESING,Sección  Cultural,Cultural  Section,Sección,Santiago  Rafael  ,Martino,Jefatura  de  Sección  Cultural,,,,,,,esing@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EBRAS,Sección  Cultural,Sección  Cultural,Sección,Joaquín  ,Coniglio,Jefatura  de  Sección,55  61  3212-7600,,,,55  61  3212-7666,,cultura_ebras@cancilleria.gob.ar,,,,,,,,,
EPOLO,Sección  Cultural,Sección  Cultural,Sección,Alicia  Irene  ,Falkowski,Jefatura  de  Sección  Cultural,+48  226  176  028  /  29,,,,+48  226  177  162,,cultura.epolo@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0000000,,
ESUEC,Sección  Cultural  ,Cultural  Department,Sección,María  Victoria  ,Picazo,Jefatura  de  Sección  Cultural,(0046)  86631965,,,,,,esuec@cancilleria.gob.ar,,https://esuec.cancilleria.gob.ar/,,,,9.0000000,16.0:59,09:00  a  17:00,
ECHIN,Sección  Cultural  ,"Sección  Cultura, Educación  y  Prensa",Sección,,,Jefatura  de  Sección,86  10  6532  1406  ,,,,,,echin@mrecic.gov.ar,culturalesechin@mrecic.gov.ar,,,Lunes,Viernes,9.0:29,16.0:59,,
EHILE,Sección  Cultural,Cultural  Section,Sección,Juan  Pablo  ,Fasano,Jefatura  de  Sección  Cultural,56-2-2582  2504/11,,,,56-2-2639  3321,,culturales_ehile@mrecic.gov.ar,,http://www.ehile.cancilleria.gov.ar/,,Lunes,Viernes,9.0000000,16.0:59,,
CSHAN,Sección  Cultural  ,Sección  Cultural,Sección,Federico  ,Avramides,Jefatura  de  Sección  Cultural,,,,,,,cshan@mrecic.gov.ar,,,,,,,,10:00  a  17:00  hs.,
EGREC,Sección  Cultural,Cultural  Affairs  Section,Sección,Nicolás  Gustavo  ,Gauna,Jefatura  de  Sección  Cultural,(30)  210  722  4710,,,,(30)  210  722  7568,,cultural_egrec@cancilleria.gob.ar,,http://egrec.cancilleria.gov.ar/,,,,,,9:00  -  15:00,
EBELG,Sección  Cultural,Cultural  Section,Sección,Federico  Adrián  ,Burella,Jefatura  de  Sección  Cultural,00  32  647  7812,00  32  2  626  0486,,,00  32  2  647  9319,,cultura_ebelg@cancilleria.gob.ar,,,,Lunes,Viernes,,,de  9:00  a  17:00  hs.,
ESURI,Sección  Cultural,,Sección,  Juan  Ignacio  ,Rossi  Sammartino,"Jefatura  de  Sección  Cultural, Educativa  y  Turística",,,,,,,,,,,,,,,,
EFRAN,Sección  Cultural,Sección  Cultural,Sección,Micaela  ,Finkielsztoyn,Jefatura  de  Sección  Cultural,33144052700,,,,,,cultura_efran@mrecic.gov.ar,,,,Lunes,Viernes,0.0000000,0.0000000,09:00  a  13:00  y  14:00  a  17:00  hs,
ESUIZ,Sección  Cultural,Cultural  Section,Sección,Daniela  Paula  ,Duverne,Jefatura  de  Sección,0041  (31)  356  43  42,,,,,,esuiz@cancilleria.gob.ar,,,,Lunes,Viernes,9.0000000,19.0000000,,
EPBAJ,Sección  Cultural,Cultural  Section,Sección,Gabriel  Alejandro  ,Girolamo,Jefatura  de  Sección,  0031  70  3118421,,,,,,cultura_epbaj@mrecic.gov.ar,,,,,,,,,
EUCRA,Sección  Cultural,Sección  Cultural,Sección,Elena  Leticia  ,Mikusinski,Jefatura  de  Sección,,,,,,,cultura_eucra@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EIRAN,Sección  Cultural,Sección  Cultural,Sección,Matías  Manuel  ,Baeza,Jefatura  de  Sección  Cultural,98  21  2242  5297,,98,,98  21  (0912)  840  8434  ,,eiran@mrecic.gob.ar,,,,Domingo,Jueves,7.0:59,16.0000000,,
CSIDN,Sección  Cultural,Sección  Cultural,Sección,Tomás  María,Ainchil,Cónsul  Adjunto,,,,,,,csidn@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,15.0000000,,
ECANA,Sección  Cultural  y  Cooperación  Internacional,Cultural  and  International  Cooperation  Affairs,Sección,Luis  Eduardo  ,Susmann,Jefatura  de  Sección  Cultural,,,,,,,culturalecana@cancilleria.gob.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EEEUU,Sección  Cultural  y  de  Diplomacia  Pública,Jefatura  de  Sección  Cultural  y  de  Diplomacia  Pública,Sección,Victoria  ,Molteni,Jefatura  de  Sección  Cultural,00  1  202  238  6408,,,,00  1  202  332  3171,,cultural@embassyofargentina.us,,,,,,,,09:00  a  18:00  hs.,
ECORE,Sección  Cultural  y  Educación  ,Cultural  Section,Sección,Fernando  S.  ,Corrales  Barboza,Jefatura  de  Sección,00  82  2  793  4062,,,,00  82  2  792-5820,,ecoreedu@mrecic.gov.ar,ecoreturismo@mrecic.gov.ar,https://ecore.cancilleria.gob.ar/,,Lunes,Viernes,9.0000000,18.0000000,,
ECOLO,Sección  Cultural  y  Educativa,Sección  Cultural,Sección,Federico  ,Romero  Pintos,Jefatura  de  Sección,+57  601  288  0900,,,,,,cultural_ecolo@cancilleria.gov.ar,,,,,,,,,
EAZER,Sección  Cultural  y  Educativa,Sección  Cultural,Sección,Leandro  Daniel  ,Verteramo,"Jefatura  de  Sección  Cultural, Educativa  y  Turística",+994  (12)  4935942/44/45,,+994  (51)  3667985,,+994  (12)  4935943,,eazer@mrecic.gov.ar,,eazer.cancilleria.gob.ar,,Lunes,Viernes,9.0000000,16.0:59,,
EBARB,Sección  Cultural  y  Prensa,Cultural  and  Press  Section,Sección,,,Jefatura  de  Sección,,,,,,,ebarb@cancilleria.gob.ar,,,,,,,,08.30  a  15.30,
ESERB,"Sección  Cultural, Educación  y  Turismo","Cultural, Education  and  Tourism  Section",Sección,Javier  Antranik  ,Chalian,"Jefatura  de  Sección  Cultural, Educativa  y  Turística",,,,,,,eserb@cancilleria.gob.ar,,eserb.cancilleria.gob.ar,,Lunes,Viernes,8.0000000,15.0000000,09.00  a  15.00  hs,
EITAL,"Sección  Cultural, Educación, Ciencia  y  Tecnología  ","Cultural, Education, Science  and  Technology  Section",Sección,Denise  Ana  ,Preguica  Bozic,Jefatura  de  Sección  Cultural,(39-06)  4807  3335,,,,,,cultura_eital@mrecic.gov.ar,,,,,,,,Lunes  a  viernes  de  09.00  a  18.00  horas,
EPERU,"Sección  Cultural, Educación, Cooperación  Internacional  y  Prensa","Culture, Education  and  Press  ",Sección,Diego  Martín  ,González,Jefatura  de  Sección,(0051-1)  4414444,(0051-1)  4224304,,,,,cultural_eperu@mrecic.gov.ar,,,,,,,,9:00  A  17:30  HS,
ESAFR,"Sección  Cultural, Prensa  y  Diplomacia  Pública","Cultural, Press  and  Public  Diplomacy  Section",Sección,Hugo  Matías  ,Almang,Jefatura  de  Sección,27  12  4303524/7  ,,27  (0)  609921682,,,,esafr@mrecic.gov.ar,,,,Lunes,Viernes,7.0:59,16.0000000,,
EBOLV,"Sección  Cultural, Prensa, Educación, Visas , Culto  y  Malvinas","Sección  de  Asuntos  Culturales  y  Educación, Género  y  Trata  de  Personas.",Sección,Germán  Fernando  ,López,Jefatura  de  Sección,+591  2  2417737,+591  2  2417737,,,591  2  2422727,,lkf@mrecic.gov.ar,,ebolv.mrecic.gov.ar,,,,,,08:30  a  16:30,
CGMUM,Sección  de  Administración,Administration  Section,Sección,Humberto  Rubén  ,Monzón,Jefatura  de  Sección  Administrativa,,,+91  9930310617,,,,adm2_cgmum@mrecic.gov.ar,compras_cgmum@mrecic.gov.ar,www.cgmum.mrecic.gov.ar,,Lunes,Viernes,9.0000000,16.0:59,Working  hours  are  from  09:00  to  17:00,
EAZER,Sección  de  Administración,Sección  de  Administración,Sección,Víctor  Enrique  ,Marzari,Jefatura  de  Sección  Administrativa,+994  12  4935942/44/45,,+994  (51)  3667985,,+994  (12)  4935943,,eazer@mrecic.gov.ar,,www.eazer.cancilleria.gob.ar,,Lunes,Viernes,9.0000000,16.0:59,,
ETRIA,Sección  de  Administración  y  Recursos  Humanos,Administrative  Section,Sección,Fernando  Alberto  ,Semorile,Jefatura  de  Sección  Administrativa,(43-1)  5335171,,,,,,administracion-etria@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EMOZA,Sección  de  Cooperación  Internacional  y  Ayuda  Humanitaria,International  Cooperation  and  Humanitarian  Aid  Section,Sección,Noelia  S.,Guzmán  Bernales,Jefatura  de  Sección,+(258)  21  421  242,,,,,,emoza@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EITAL,Sección  de  Cooperación  Internacional  y  Jurídica,International  and  Legal  Cooperation  Section,Sección,Lucas  Ricardo  ,Paviolo,Jefatura  de  Sección,39  0648073329,,,,,,eital@mrecic.gov.ar,,,,,,0.0000000,0.0000000,,
EPERU,Sección  de  Cooperación  Judicial,Sección  de  Cooperación  Judicial  y  Asuntos  de  Género,Sección,Sofía  ,Etchegaray,Jefatura  de  Sección,,,,,,,eperu@mrecic.gov.ar,,,,,,0.0000000,0.0000000,,
ETRIA,Sección  de  Cooperación  Jurídica,Section  of  Legal  Cooperation  ,Sección,María  Paula  ,Zannini,Jefatura  de  Sección,43  15338463,,,,,,etria@mrecic.gov.ar;  embargviena@embargviena.at,,,,Lunes,Viernes,9.0000000,16.0:59,,
EFRUS,Sección  de  Cultura  y  Educación,"Culture, Sport, Tourism  and  Sport  Cooperation  Section",Sección,Virginia  ,Iribarne,Jefatura  de  Sección  Consular,74955021025,,,,,,cult_efrus@cancilleria.gob.ar,,,,,,,,9.30-18.00,
EALEM,Sección  de  Prensa,Press  Section,Sección,Agustina  ,Lojoya  Fracchia,Jefatura  de  Sección  de  Prensa,00  49  (30)  2266  8939,,,,,,prensa_ealem@cancilleria.gob.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EHAIT,Sección  de  Prensa,Todo  el  territorio  de  Haiti,Sección,César  Alberto  ,Faes,Embajador,509  2940/6711/12/13/14,,00  509  3676  0359,,,,ehait@cancilleria.gob.ar,,,,Lunes,Viernes,,,9.00  hs  a  17.00  hs,
EMEXI,Sección  de  Prensa,Press  Department,Sección,Leandro  Emiliano  ,Repetto,Jefatura  de  Sección,  00  52  (55)  5520  9430,,,,,,prensa-emexi@mrecic.gov.ar,,,,,,,,09:00  a  17:00  hs,
EHOND,Sección  de  Prensa,Sección  de  Prensa,Sección,Daniela  ,Gutiérrez  Alvaro,Jefatura  de  Sección  de  Prensa,504  2232-3376,,,,,,ehond@cancilleria.gob.ar,,,,Lunes,Viernes,7.0:59,16.0000000,,
EMOZA,Sección  de  Prensa  y  Difusión,Press  and  Broadcasting,Sección,Hugo  Enrique  ,Marín,Jefatura  de  Sección,+  (258)  21  421  242,,,,,,emoza@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EFRUS,Sección  de  Prensa  y  Difusión,Press  and  Media  Services  Section,Sección,Virginia  ,Iribarne,Jefatura  de  Sección  de  Prensa,74955021025,,,,,,prensa.efrus@cancilleria.gob.ar,,,,,,0.0000000,0.0000000,,
CSHAN,Sección  Deportiva,Sección  Deportiva,Sección,Federico  Nahuel  ,López  Brusau,Cónsul  Adjunto,,,,,,,cshan@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EURUG,Sección  Económica,Sección  Económica,Sección,María  Valeria  ,Iglesias,Jefatura  de  Sección,(+598)  2902  8166,,(+598)  92  947  601,,(+598)  2900  8408,,comercial_eurug@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EPAKI,Sección  Económica,Camilo  Silberkasten,Sección,,,Jefatura  de  Sección  Económica  y  Comercial,92  518438120,,923078880057,,,,secom_epaki@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,15.0000000,,
EQATR,Sección  Económica  -  Comercial,Commercial  Section,Sección,Celina  ,Cirilo,Jefatura  de  Sección  Económica  y  Comercial,+  974  4417  3601,,,,,,secom_eqatr@mrecic.gov.ar,,,,,,,,,
EJAPO,Sección  Económica  -  Comercial  (Promoción  Comercial  -  Comercio  Bilateral),Economic  -  Trade  ,Sección,Gastón  Ezequiel  ,Fielli,Jefatura  de  Sección  Económica  y  Comercial,,,,,,,comercial_ejapo@mrecic.gov.ar,,,,,,,,9:00  a  18:00  hs,
CMILA,Sección  Economica  -  Comercial  e  Inversiones,"Sección  Economica, Comercial  e  Inversiones",Sección,Sec.  Lucas  Andrés,Candia,Cónsul  Adjunto,39  02  777  294  69,,,,,,cmila@cancilleria.gov.ar,,,,Lunes,Viernes,8.0000000,16.0000000,,
ELBNO,Sección  Económica  -  Comercial  e  Inversiones,Sección  Económica  y  Comercial,Sección,Juan  Jose,Beretervide,Jefatura  de  Sección  Económica  y  Comercial,(961  -  1)  210  803  /804  int.14,,,,,,comercial_elbno@mrecic.gov.ar,,,,,,,,,
EIRLA,Sección  Económica  y    Comercial,Commercial  and  Economic  Section,Sección,Juan  Andrés  ,Taccetti,Jefatura  de  Sección  Económica  y  Comercial,353  1  269  1546,,353  87  980  5098,,353,,comercial_eirla@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
ESERB,Sección  Económica  y  Comercial,Sección  Económica  y  Comercial,Sección,Javier  Antranik  ,Chalian,Jefatura  de  Sección,,,,,,,eserb@mrecic.gov.ar,,,,Lunes,Viernes,7.0:59,16.0000000,,
EBARB,Sección  Económica  y  Comercial,Economic  and  Commercial  Section,Sección,Vanesa  Andrea  ,Romani,Jefatura  de  Sección  Económica  y  Comercial,+1  (246)  537-1800  /  01,,,,,,ebarb@cancilleria.gob.ar,,,,,,,,08.30  a  15.30,
ECEUR,Sección  Económica  y  Comercial,Economic  and  Trade  Section,Sección,María,Crespo,Jefatura  de  Sección  Económica  y  Comercial,(+32)  2  648  93  71,,,,,,eceur@cancilleria.gob.ar,,,,,,,,,
EGREC,Sección  Económica  y  Comercial,Economic  and  Commercial  Affairs  Section,Sección,Nicolás  Gustavo  ,Gauna,Jefatura  de  Sección  Económica  y  Comercial,(30-210)  722  4710,(30-210)  722  4753  //  (30-210)  724  4158  //  (30-210)  725  0946,,,,,secom_egrec@cancilleria.gob.ar,,http://egrec.cancilleria.gov.ar/,,,,,,9:00  -  15:00,
CRIOJ,Sección  Económica  y  Comercial,,Sección,Vanina,Yanino,Cónsul  General  Adjunto,00  55  (21)  3850-8150  opción  3,,,,,,comercialrio@cancilleria.gob.ar,,,,,,,,9:30  a  17:30  hs.,
EETIO,Sección  Económica  y  Comercial,Trade  and  Economic  Affairs,Sección,Analía  Verónica  ,Enríquez,Jefatura  de  Sección  Económica  y  Comercial,251116672574,,+251  924828795,,251116672548,,eetio@mrecic.gov.ar,,,,Lunes,Viernes,10.0000000,18.0000000,,
EALEM,Sección  Económica  y  Comercial,Economic  and  Commercial  Section  ,Sección,Martín  Facundo  ,Rearte,Jefatura  de  Sección  Económica  y  Comercial,00  49  (30)  2266  8951,00  49  (30)  2266  8952,,,,,economia_ealem@cancilleria.gob.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
ECHIN,Sección  Económica  y  Comercial,Jefatura  Secciòn  Econòmica  y  Comercial,Sección,,,Jefatura  de  Sección  Económica  y  Comercial,+86  10  6532  6602,86  10  6532  2875,+86-138-1085-4349,,,,echinsecom@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,18.0000000,9  a  18  hs,
ENORU,Sección  Económica  y  Comercial,Economic  and  Commercial  Section,Sección,Claudio  Alberto  ,Giacomino,Jefatura  de  Sección  Económica  y  Comercial,47  23273206,,,,,,comercial.enoru@mrecic.gov.ar,,https://enoru.cancilleria.gob.ar/,,Lunes,Viernes,9.0000000,16.0000000,,
EFRUS,Sección  Económica  y  Comercial,Economy  &  Trade  Section,Sección,Juan  Martín  ,Muda,Jefatura  de  Sección  Económica  y  Comercial,74955021020,,,,,,secom_efrus@cancilleria.gob.ar,,,,,,,,9.30-18.00,
EARGE,Sección  Económica  y  Comercial,Sección  Económica  y  Comercial,Sección,Julián,Vazeilles,Jefatura  de  Sección  Económica  y  Comercial,+213  (0)  23187435,,+213  (0)  770381010,,+213  (0)  23187439,,secom_earge@cancilleria.gob.ar,,earge.cancilleria.gob.ar,,Domingo,Jueves,9.0000000,16.0:59,09.00  a  17.00  horas  -  de  Domingo  a  Jueves,
EECUA,Sección  Económica  y  Comercial,Sección  Económica  y  Comercial  ,Sección,Alejandra  Elena  ,Di  Vico,Jefatura  de  Sección  Económica  y  Comercial,(593)  256  -  2292,,(593)  99  973  -  8957,,,,comercial_eecua@cancilleria.gov.ar,,http://eecua.mrecic.gov.ar/,,Lunes,Viernes,9.0000000,16.0:59,,
EDOMI,Sección  Económica  y  Comercial,Economic  and  Commercial  Section,Sección,Vanina  ,Rinaudo,Jefatura  de  Sección  Económica  y  Comercial,,,,,,,edomi@cancilleria.gob.ar,,,,Lunes,Viernes,9.0000000,16.0000000,,
EMARR,Sección  Económica  y  Comercial,Chief  of  the  Economic  and  Commercial  Section,Sección,Juan  Luis  ,Cura,Jefatura  de  Sección  Económica  y  Comercial,,,212661297319,,,,emarr@cancilleria.gob.ar,,,,,,,,,
EEEUU,Sección  Económica  y  Comercial,Commercial  Section,Sección,Julia  Geraldine  ,Hoppstock,Jefatura  de  Sección  Económica  y  Comercial,00  1  202  238  6407,,,,00  1  202  332  3171,,econargusa@embassyofargentina.us,,www.embassyofargentina.us,,,,,,09:00  a  18:00  hs.,
EKUWA,Sección  Económica  y  Comercial,ekuwa,Sección,Claudia  Alejandra  ,Zampieri,Embajador,(965)  25213202,,,,(965)  25213202,,ekuwa@cancilleria.gob.ar,,,,,,,,08:30  a  15:30,
EVENE,Sección  Económica  y  Comercial,Sección  Económica  y  Comercial,Sección,Eduardo  Alberto  ,Canale,Jefatura  de  Sección  Económica  y  Comercial,58  212  2634262,,58  414  2387145,,,,evene@cancilleria.gob.ar,comercial_evene@mrecic.gov.ar,https://evene.cancilleria.gob.ar/es,,,,7.0:59,16.0000000,Lunes  a  Viernes  de  8  a  16,
ENZEL,Sección  Económica  y  Comercial,Economic  and  Trade  Section,Sección,Pablo  Andrés,Ciallella,Jefatura  de  Sección  Económica  y  Comercial,0064  4  4728330,,(64)21411316,,,,comercial_enzel@mrecic.gov.ar,,,,,,,,Lunes  a  Viernes  de  9:00  a  17:00,
EHAIT,Sección  Económica  y  Comercial,Todo  el  territorio  de  Haiti,Sección,César  Alberto  ,Faes,Embajador,509  2940-67/11/12/13/14,,00  509  3676  0359,,,,ehait@cancilleria.gob.ar,,,,Lunes,Viernes,,,9.00  hs  a  17.00  hs,
EANGO,Sección  Económica  y  Comercial,Sección  Económica  y  Comercial,Sección,Agustín  Nicolás,Justo,Jefatura  de  Sección  Económica  y  Comercial,,,,,,,secom.eango@mrecic.gov.ar,,,,,,0.0000000,0.0000000,,
ECHES,Sección  Económica  y  Comercial,Economic  and  Commercial  Section  ,Sección,Paulina  ,Poletti,Jefatura  de  Sección,420  224  225  583,,,,,,eches-comercial@cancilleria.gob.ar,,,,Lunes,Viernes,0.0000000,0.0000000,09:00  a  17:00  horas,
